0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 4 (Contd.),,,,,,,,,,,,,,
,,,,,,,,,,,,,,Total (Jan -
No,Country,January,February,March,April,May,June,July,August,September,October,November,December,
,,,,,,,,,,,,,,Dec)
142,SAINT LUCIA,0,1,0,0,0,0,0,0,0,0,0,0,1
,SAINT VINCENT,0,3,,,,,,,,,,,
143,THE GRENADI,,,0,0,0,0,0,0,0,0,0,0,3
144,SAMOA,0,1,0,0,0,0,0,0,0,0,0,0,1
,SAN MARINO,0,3,,,,,,,,,,,
145,,,,0,0,0,0,0,0,0,0,0,0,3
146,SAUDI ARABIA,"3,914",662,179,0,0,0,0,0,0,0,0,0,"4,755"
147,SENEGAL,0,3,0,0,0,0,0,0,0,0,0,0,3
148,SERBIA,202,204,91,0,0,0,0,0,0,0,0,0,497
149,SEYCHELLES,0,77,29,0,0,0,0,0,0,0,0,0,106
150,SIERRA LEONE,2,,1,0,0,0,0,0,0,0,0,0,3
151,SINGAPORE,"1,214",878,453,0,0,0,0,0,0,0,0,0,"2,545"
,SLOVAKIA(SLOV,539,730,,,,,,,,,,,
152,AK REPUBLIC),,,244,0,0,0,0,0,0,0,0,0,"1,513"
153,SLOVENIA,261,463,76,0,0,0,0,0,0,0,0,0,800
,SOMALIA,5,9,,,,,,,,,,,
154,,,,1,0,0,0,0,0,0,0,0,0,15
,SOUTH AFRICA-,686,544,,,,,,,,,,,
155,ZUID AFRIKA,,,134,0,0,0,0,0,0,0,0,0,"1,364"
156,SOUTH KOREA,"1,577",835,87,0,0,0,0,0,0,0,0,0,"2,499"
157,SOUTH SUDAN,0,1,0,0,0,0,0,0,0,0,0,0,1
158,SPAIN,"1,509","1,380",496,0,0,0,0,0,0,0,0,0,"3,385"
159,SUDAN,67,40,36,0,0,0,0,0,0,0,0,0,143
160,SURINAME,0,3,1,0,0,0,0,0,0,0,0,0,4
161,SWAZILAND,0,1,0,0,0,0,0,0,0,0,0,0,1
162,SWEDEN,"3,099","3,239",723,0,0,0,0,0,0,0,0,0,"7,061"
163,SWITZERLAND,"2,508","2,924",957,0,0,0,0,0,0,0,0,0,"6,389"
,SYRIAN ARAB,37,16,,,,,,,,,,,
164,REPUBLIC,,,4,0,0,0,0,0,0,0,0,0,57
,TAIWAN,"1,296",580,,,,,,,,,,,
,PROVINCE OF,,,,,,,,,,,,,
165,CHINA,,,109,0,0,0,0,0,0,0,0,0,"1,985"
166,TAJIKISTAN,18,15,9,0,0,0,0,0,0,0,0,0,42
